ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	COGID	MORPHEMES	ALIGNMENT
50	Yahuna	Pin in the nasal septum	ṓme̠tḗ̠ni(e)	ṓme̠tḗ̠ni	ɔː m ɛ t ɛː n i		1879	33		ɔː m ɛ t ɛː n i
1689	Desano	Pineapple	tsē̠ná	tsē̠ná	t s ɛː n a		1881	1096		t s ɛː n a
1690	Yupua	Pineapple	(t)sī́ne	sī́ne	s iː n e		1881	1096		- s iː n e
1691	Yahuna	Pineapple	māruká	māruká	m aː ɾ u k a		1882	1097		m aː - ɾ u k a
1692	Koretu	Pineapple	máiroke̥	máiroke̥	m a i ɾ ɔ k ɨ		1882	1097		m a i ɾ ɔ k ɨ
1693	Yupua	Pineapple	sī́ne	sī́ne	s iː n e		1881	1096		- s iː n e
1719	Yahuna	Pinupinú (medicinal plant)	huhía	huhía	h u h i a		1887	1114		h u h i a
726	Yahuna	Pipe shaft of the harpoon arrow	sālía	sālía	s aː ɺ i a		1889	488		s aː ɺ i a
1411	Desano	Pirahíba	moó	moó	m ɔ ɔ		1891	921		m ɔ ɔ
1412	Yupua	Pirahíba	uáibe̥ge̥	uáibe̥ge̥	u a i b ɨ g ɨ		1892	922		u a i b ɨ g ɨ
1413	Yahuna	Pirahíba	piraíuaka	piraíuaka	p i ɾ a i u a k a		1893	923		p i ɾ a i u a k a
1414	Koretu	Pirahíba	uaíhāke̥	uaíhāke̥	u a i h aː k ɨ		1892	922		u a i h aː k ɨ
1401	Desano	Piranha	mūnyú	mūnyú	m uː n j u		1896	915		m uː n j u
1402	Yupua	Piranha	múnyu	múnyu	m u n j u		1896	915		m u n j u
1403	Yahuna	Piranha	miopiká	miopiká	m i ɔ p i k a		1898	916		m i ɔ p i k a
1404	Koretu	Piranha	mā́i	mā́i	m aː i		1897	917		m aː i
1432	Yahuna	Pirarucú	nyumálika	nyumálika	n j u m a ɺ i k a		1901	934		n j u m a ɺ i k a
1410	Desano	Pirarára	moháuai	moháuai	m ɔ h a u a i		1903	920		m ɔ h a u a i
729	Desano	Pitch	komḗ̠pi	komḗ̠pi	k ɔ m ɛː p i		1905	491		k ɔ m ɛː p i
730	Yahuna	Pitch	mānyé̠	mānyé̠	m aː n j ɛ		1906	492		m aː n j ɛ
1514	Desano	Pium	nū́lina	nū́lina	n uː ɺ i n a		1908	987		n uː ɺ i n a
1515	Yupua	Pium	tsú(x)tsi	tsútsi	t s u t s i		1909	988		t s u t s - - i
1516	Yahuna	Pium	huhía	huhía	h u h i a		1909	988		- h u - h i - a
1517	Koretu	Pium	tó(o)si	tósi	t ɔ s i		1909	988		t - ɔ - s - - i
1518	Yupua	Pium	(t)sú(x)(t)siga	súsiga	s u s i g a		1909	988		- s u - s i g a
1519	Yupua	Pium	(t)sú(t)si	súsi	s u s i		1909	988		- s u - s - - i
559	Desano	Planting	poé̠	poé̠	p ɔ ɛ		1915	371		- p ɔ ɛ
560	Yupua	Planting	é̥ba	é̥ba	ɨ b a		1915	371		ɨ b a -
561	Yahuna	Planting	diyóa	diyóa	d i j ɔ a		1917	372		d i j ɔ a
562	Koretu	Planting	yakotaḥī́re̥	yakotaḥī́re̥	j a k ɔ t a ħ iː ɾ ɨ		1916	373		j a k ɔ t a ħ iː ɾ ɨ
563	Yupua	Planting	é̥(x)ba	é̥ba	ɨ b a		1915	371		ɨ b a -
478	Desano	Pleiades	nḗ̠katuru	nḗ̠katuru	n ɛː k a t u ɾ u		1921	318		n ɛː k a t u ɾ u
479	Yupua	Pleiades	yoxkólo	yoxkólo	j ɔ x k ɔ ɺ ɔ		1923	319		j ɔ x k ɔ ɺ ɔ
480	Yahuna	Pleiades	tāpía	tāpía	t aː p i a		1922	320		t aː p i a
481	Koretu	Pleiades	kuḥúlo	kuḥúlo	k u ħ u ɺ ɔ		1921	318		- - k u ħ u ɺ ɔ
764	Yahuna	Point of the poison lance	be̠holéa	be̠holéa	b ɛ h ɔ ɺ e a		1926	514		b ɛ h ɔ ɺ e a
1050	Desano	Poison	nīmá	nīmá	n iː m a		1928	709		n iː m a
752	Desano	Poison dart	nīmá	nīmá	n iː m a		1930	507		n iː m - - - - a
753	Yupua	Poison dart	nimá	nimá	n i m a		1930	507		n i m - - - - a
754	Yahuna	Poison dart	namitagá	namitagá	n a m i t a g a		1930	507		n a m i t a g a
755	Koretu	Poison dart	pé̠tōre̥	pé̠tōre̥	p ɛ t ɔː ɾ ɨ		1931	508		p ɛ - t ɔː ɾ ɨ
756	Koretu	Poison dart	pé̠'tōre̥	pé̠'tōre̥	p ɛ ʔ t ɔː ɾ ɨ		1931	508		p ɛ ʔ t ɔː ɾ ɨ
762	Yahuna	Poison lance	be̠hóa	be̠hóa	b ɛ h ɔ a		1936	512		b ɛ h ɔ a
1720	Yahuna	Pokeá nut	úle̠tsika	úle̠tsika	u ɺ ɛ t s i k a		1938	1115		u ɺ ɛ t s i k a
148	Desano	Popliteal fossa	nyĩ(g)ã́(ṅ)(g)ẽdoxka	nyĩã́ẽdoxka	n j ĩ ã ẽ d ɔ x k a		1940	102		n j ĩ ã ẽ d ɔ x k a
149	Desano	Popliteal fossa	nyẽ(g)ã́(ṅ)(g)ẽdoxka	nyẽã́ẽdoxka	n j ẽ ã ẽ d ɔ x k a		1940	102		n j ẽ ã ẽ d ɔ x k a
1673	Desano	Potatoes	yaxbi	yaxbi	j a x b i		1943	1090		j a x b i -
1674	Yupua	Potatoes	yá(x)pi	yápi	j a p i		1943	1090		j a - p i -
1675	Yahuna	Potatoes	ya'pía	ya'pía	j a ʔ p i a		1943	1090		j a ʔ p i a
1676	Koretu	Potatoes	yahĩ́re̥	yahĩ́re̥	j a h ? ɾ ɨ		1944	1091		j a h ? ɾ ɨ
1677	Yahuna	Potatoes	ya(a)pía	yapía	j a p i a		1943	1090		j a - p i a
654	Desano	Pottery clay	mā́ta	mā́ta	m aː t a		1949	436		m aː t a
1932	Desano	Pregnant	n(e)hī́po	nhī́po	n h iː p ɔ		1951	1248		n h iː p ɔ
81	Desano	Pubic hair	gé̥lapoali	gé̥lapoali	g ɨ ɺ a p ɔ a ɺ i		1953	53		g ɨ ɺ a p ɔ a ɺ i
82	Yupua	Pubic hair	nūlipóa	nūlipóa	n uː ɺ i p ɔ a		1953	53		n uː ɺ i p ɔ - - a
83	Yahuna	Pubic hair	pūluitá	pūluitá	p uː ɺ u i t a		1954	54		p uː ɺ u i t a
280	Desano	Pulse	tsiúpona	tsiúpona	t s i u p ɔ n a		1957	187		t s i u p ɔ n a
281	Yahuna	Pulse	liuḗ̠(d)yie̠ká	liuḗ̠yie̠ká	ɺ i u ɛː j i ɛ k a		1958	188		ɺ i u ɛː j i ɛ k a
282	Yahuna	Pulse	diuḗ̠(d)diia	diuḗ̠diia	d i u ɛː d i i a		1959	189		d i u ɛː d i i a
1138	Desano	Puma	yē̠diage̥	yē̠diage̥	j ɛː d i a g ɨ		1961	758		j ɛː - d i a g - ɨ
1139	Yupua	Puma	(d)yīdiaúe̥	yīdiaúe̥	j iː d i a u ɨ		1961	758		j iː - d i a - u ɨ
1140	Yahuna	Puma	yaihóaga	yaihóaga	j a i h ɔ a g a		1961	758		j a i h ɔ a g - a
1141	Koretu	Puma	uai̯yumalie̠i	uai̯yumalie̠i	u a j j u m a ɺ i ɛ i		1962	759		u a j j u m a ɺ i ɛ i
1142	Yupua	Puma	(d)yī́diau̯e̥	yī́diau̯e̥	j iː d i a w ɨ		1961	758		j iː - d i a w - ɨ
516	Yahuna	Pumice	hopóa	hopóa	h ɔ p ɔ a		1967	342		h ɔ p ɔ a
1722	Desano	Pumpkin	wādá	wādá	w aː d a		1969	1117		w aː d a
1779	Desano	Pupunha	e̥lí 	e̥lí	ɨ ɺ i		1971	1150		ɨ - - - ɺ i
1780	Yupua	Pupunha	é̥li	é̥li	ɨ ɺ i		1971	1150		ɨ - - - ɺ i
1781	Yahuna	Pupunha	īné̠	īné̠	iː n ɛ		1972	1151		iː n ɛ
1782	Koretu	Pupunha	é̥'ne̠re̥	é̥'ne̠re̥	ɨ ʔ n ɛ ɾ ɨ		1971	1150		ɨ ʔ n ɛ ɾ ɨ
323	Desano	Purupuru (skin disease)	purúpuru	purúpuru	p u ɾ u p u ɾ u		1976	217		p u ɾ u p u ɾ u
1770	Desano	Puxiúba	yōmóloyū̠li	yōmóloyū̠li	j ɔː m ɔ ɺ ɔ j ? ɺ i		1978	1142		j ɔː m ɔ ɺ ɔ j ? ɺ i
1771	Yahuna	Puxiúba	yaé̠a	yaé̠a	j a ɛ a		1979	1143		j a ɛ a
1601	Yahuna	Páca	pamúkurumaka	pamúkurumaka	p a m u k u ɾ u m a k a		1981	1041		p a m u k u ɾ u m a k a
836	Desano	Quartz cylinder, men's breast jewelry	e̥xtā́puru	e̥xtā́puru	ɨ x t aː p u ɾ u		1983	564		ɨ x t aː p u ɾ u
837	Desano	Quartz cylinder, men's breast jewelry	e̥xtā́pulu	e̥xtā́pulu	ɨ x t aː p u ɺ u		1983	564		ɨ x t aː p u ɺ u
748	Desano	Quiver for the poison arrows	bū́yapoka	bū́yapoka	b uː j a p ɔ k a		1986	503		b uː j a p ɔ k a
749	Yupua	Quiver for the poison arrows	puhúue̥é̥li	puhúue̥é̥li	p u h u u ɨ ɨ ɺ i		1989	504		p u h u u ɨ ɨ ɺ i
750	Yahuna	Quiver for the poison arrows	poakau̯ía	poakau̯ía	p ɔ a k a w i a		1988	505		p ɔ a k a w i a
751	Koretu	Quiver for the poison arrows	ḥeḥópato	ḥeḥópato	ħ e ħ ɔ p a t ɔ		1987	506		ħ e ħ ɔ p a t ɔ
674	Yahuna	Raffia bags for coca	taā́piuaho	taā́piuaho	t a aː p i u a h ɔ		1991	453		t a aː p i u a h ɔ
847	Yupua	Raffia hanging of the mask suit	yágaha	yágaha	j a g a h a		1993	573		j a g a h a
848	Yahuna	Raffia hanging of the mask suit	(n)yapúa	yapúa	j a p u a		1993	573		j a p u - a
845	Yupua	Raffia jacket of the mask suit	uax(t)sagá(t)(š)i 	uaxsagái	u a x s a g a i		1997	571		u a x s a g a i
846	Yahuna	Raffia jacket of the mask suit	uaḥolítamaka	uaḥolítamaka	u a ħ ɔ ɺ i t a m a k a		1996	572		u a ħ ɔ ɺ i t a m a k a
811	Yahuna	Raffia wrap around the braid	lu̠pu̠é̠meoka	lu̠pu̠é̠meoka	ɺ ʊ p ʊ ɛ m e ɔ k a		1999	546		ɺ ʊ p ʊ ɛ m e ɔ k a
812	Yahuna	Raffia wrap around the braid	de̥pu̠é̠meoka	de̥pu̠é̠meoka	d ɨ p ʊ ɛ m e ɔ k a		1999	546		d ɨ p ʊ ɛ m e ɔ k a
383	Desano	Rain	dex̯kó	dex̯kó	d e ç k ɔ		2002	259		d e ç k ɔ -
384	Yupua	Rain	dé̠(x̯)ko	dé̠ko	d ɛ k ɔ		2002	259		d ɛ - k ɔ -
385	Yahuna	Rain	ókoa	ókoa	ɔ k ɔ a		2002	259		- ɔ - k ɔ a
386	Koretu	Rain	kṓtari	kṓtari	k ɔː t a ɾ i		2003	260		k ɔː t a ɾ i
408	Desano	Rainbow	buida	buida	b u i d a		2007	274		b u i d - - - a
409	Yupua	Rainbow	patua(d)yá	patuayá	p a t u a j a		2007	274		p a - t u a j a
410	Yahuna	Rainbow	omau̯alía	omau̯alía	ɔ m a w a ɺ i a		2009	275		ɔ m a w a ɺ i a
411	Koretu	Rainbow	pué̥mokiape̥	pué̥mokiape̥	p u ɨ m ɔ k i a p ɨ		2008	276		p u ɨ m ɔ k i a p ɨ
428	Yahuna	Rainy season	okónimi	okónimi	ɔ k ɔ n i m i		2012	286		ɔ k ɔ n i m i
1188	Desano	Rat, mouse	(m)bii	bii	b i i		2014	781		b i i -
1189	Yupua	Rat, mouse	bī́i	bī́i	b iː i		2014	781		b iː i -
1190	Yahuna	Rat, mouse	be̠ía	be̠ía	b ɛ i a		2014	781		b ɛ i a
1191	Koretu	Rat, mouse	pā́i	pā́i	p aː i		2014	781		p aː i -
42	Desano	Reamer in the earlobe	ga'minotsā́lioxka	ga'minotsā́lioxka	g a ʔ m i n ɔ t s aː ɺ i ɔ x k a		2019	26		g a ʔ m i n ɔ t s aː ɺ i ɔ x k a
43	Yahuna	Reamer in the earlobe	amukótoa	amukótoa	a m u k ɔ t ɔ a		2020	27		a m u k ɔ t ɔ a
44	Yahuna	Reamer in the earlobe	amokótoa	amokótoa	a m ɔ k ɔ t ɔ a		2020	27		a m ɔ k ɔ t ɔ a
1968	Desano	Red	dialiye̠	dialiye̠	d i a ɺ i j ɛ		2023	1269		d i a ɺ i j ɛ
1969	Yupua	Red	díau̯a	díau̯a	d i a w a		2025	1270		d i a w a
1970	Yahuna	Red	hoāká	hoāká	h ɔ aː k a		2024	1271		h ɔ aː k a
1971	Koretu	Red	síōle̠	síōle̠	s i ɔː ɺ ɛ		2023	1269		s i ɔː ɺ - - ɛ
1972	Yahuna	Red	hoagá	hoagá	h ɔ a g a		2024	1271		h ɔ a g a
1244	Desano	Red macaw	mahá	mahá	m a h a		2029	818		m a h a
1245	Yupua	Red macaw	mahá	mahá	m a h a		2029	818		m a h a
1246	Yahuna	Red macaw	háulaka	háulaka	h a u ɺ a k a		2030	819		h a u ɺ a k a
1247	Koretu	Red macaw	hā́ru	hā́ru	h aː ɾ u		2030	819		h aː - ɾ - - u
2033	Desano	Remote	yō'ā́loge̠	yō'ā́loge̠	j ɔː ʔ aː ɺ ɔ g ɛ		2034	1306		j ɔː - ʔ aː ɺ ɔ g ɛ
2034	Yupua	Remote	yoa'má	yoa'má	j ɔ a ʔ m a		2034	1306		j ɔ a ʔ - - - m a
2035	Yahuna	Remote	yṓ'e̠	yṓ'e̠	j ɔː ʔ ɛ		2034	1306		j ɔː - ʔ - - - - ɛ
2036	Koretu	Remote	yóe̠na	yóe̠na	j ɔ ɛ n a		2035	1307		j ɔ ɛ n a
1628	Desano	Resin	gṓge̥	gṓge̥	g ɔː g ɨ		2039	1060		g ɔː g ɨ
1629	Yahuna	Resin	yaputé̠koa	yaputé̠koa	j a p u t ɛ k ɔ a		2040	1061		j a p u t ɛ k ɔ a
195	Desano	Rib	mẽ(g)ápatole	mẽápatole	m ẽ a p a t ɔ ɺ e		2042	135		m ẽ a p a t ɔ ɺ e
196	Yahuna	Rib	yatau̯iía	yatau̯iía	j a t a w i i a		2043	136		j a t a w i i a
197	Desano	Rib	mẽ(g)ápatore	mẽápatore	m ẽ a p a t ɔ ɾ e		2042	135		m ẽ a p a t ɔ ɾ e
2007	Desano	Right	diáye̠	diáye̠	d i a j ɛ		2046	1290		d i a j ɛ
2008	Yupua	Right	oe̠ní	oe̠ní	ɔ ɛ n i		2049	1291		ɔ ɛ n i
2009	Yahuna	Right	lí(x̯)tape̠nata	lítape̠nata	ɺ i t a p ɛ n a t a		2048	1292		ɺ i t a p ɛ n a t a
2010	Koretu	Right	heḥā́re̥āre̥	heḥā́re̥āre̥	h e ħ aː ɾ ɨ aː ɾ ɨ		2047	1293		h e ħ aː ɾ ɨ aː ɾ ɨ
2011	Desano	Right	díaye̠	díaye̠	d i a j ɛ		2046	1290		d i a j ɛ
2012	Yahuna	Right	dí(x̯)tape̠nata	dítape̠nata	d i t a p ɛ n a t a		2048	1292		d i t a p ɛ n a t a
2013	Koretu	Right	ḥe̥ḥā́r(e̥)āre̥	ḥe̥ḥā́rāre̥	ħ ɨ ħ aː ɾ aː ɾ ɨ		2047	1293		ħ ɨ ħ aː ɾ - aː ɾ ɨ
118	Yahuna	Ring finger	pitóahoa	pitóahoa	p i t ɔ a h ɔ a		2054	82		p i t ɔ a h ɔ a
525	Yahuna	Rio apaporis	apapulí	apapulí	a p a p u ɺ i		2056	350		a p a p u ɺ i
522	Yahuna	Rio solimões	u'kádyali	u'kádyali	u ʔ k a d j a ɺ i		2058	348		u ʔ k a d j a ɺ i
523	Yahuna	Rio yapurá	gamauḗni	gamauḗni	g a m a u eː n i		2060	349		g a m a u eː n i
524	Yahuna	Rio yapurá	gamawḗni	gamawḗni	g a m a w eː n i		2060	349		g a m a w eː n i
344	Desano	River	diá	diá	d i a		2063	232		d i - - a
345	Yupua	River	diaya	diaya	d i a j a		2063	232		d i a j a
346	Yahuna	River	diáka	diáka	d i a k a		2063	232		d i a k a
347	Koretu	River	lā́ya	lā́ya	ɺ aː j a		2064	233		ɺ aː - j a
348	Yahuna	River	liáka	liáka	ɺ i a k a		2064	233		ɺ i a k a
554	Yahuna	Roof cladding made from leaves of the caraná palm tree	muía	muía	m u i a		2069	368		m u i - a
555	Yahuna	Roof cladding made from leaves of the caraná palm tree	muī́ya	muī́ya	m u iː j a		2069	368		m u iː j a
1329	Desano	Rooster, chicken	kālanyá	kālanyá	k aː ɺ a n j a		2072	870		k aː - ɺ a n j - a
1330	Yupua	Rooster, chicken	kálaka	kálaka	k a ɺ a k a		2072	870		k a - ɺ a k - - a
1331	Yahuna	Rooster, chicken	kálaka	kálaka	k a ɺ a k a		2072	870		k a - ɺ a k - - a
1332	Koretu	Rooster, chicken	kiárakia	kiárakia	k i a ɾ a k i a		2072	870		k i a ɾ a k - i a
1619	Desano	Root	nũ(g)(e)ṹ	nũṹ	n ũ ũ		2077	1054		n ũ - - ũ
1620	Yupua	Root	náge̠	náge̠	n a g ɛ		2077	1054		n a - g ɛ
1621	Yahuna	Root	yapunikóa	yapunikóa	j a p u n i k ɔ a		2079	1055		j a p u n i k ɔ a
1622	Koretu	Root	te̠tā́re̥	te̠tā́re̥	t ɛ t aː ɾ ɨ		2078	1056		t ɛ t aː ɾ ɨ
1623	Yupua	Root	ná'ge̠	ná'ge̠	n a ʔ g ɛ		2077	1054		n a ʔ g ɛ
1914	Desano	Rotten	boā́ya	boā́ya	b ɔ aː j a		2083	1234		b ɔ aː j a
1915	Yahuna	Rotten	lā́baika	lā́baika	ɺ aː b a i k a		2084	1235		ɺ aː b a i k a
1916	Desano	Rotten	pīrī́na	pīrī́na	p iː ɾ iː n a		2085	1236		p iː ɾ iː n a
1917	Yahuna	Rotten	dā́baika	dā́baika	d aː b a i k a		2084	1235		d aː b a i k a
893	Desano	Round dance, singing	bāyála	bāyála	b aː j a ɺ a		2088	606		b aː j a ɺ a
894	Yahuna	Round dance, singing	bā(d)yá	bāyá	b aː j a		2088	606		b aː j - - a
895	Koretu	Round dance, singing	ópaie̥	ópaie̥	ɔ p a i ɨ		2089	607		ɔ p a i ɨ
1732	Yupua	Rubber	kaut(š)u	kautu	k a u t u		2092	1123		k a u t u - - -
1733	Yahuna	Rubber	kukúlate̠kua	kukúlate̠kua	k u k u ɺ a t ɛ k u a		2093	1124		k u k u ɺ - a t ɛ k u a
1734	Koretu	Rubber	kause̥	kause̥	k a u s ɨ		2092	1123		k a - - u s - ɨ
1735	Desano	Rubber	gṓde̥xka	gṓde̥xka	g ɔː d ɨ x k a		2092	1123		g ɔː - d ɨ x k a
1736	Yupua	Rubber	uaxtx̯ú	uaxtx̯ú	u a x t ç u		2094	1125		u a x t ç u
1737	Yahuna	Rubber	oahoaté̠kua	oahoaté̠kua	ɔ a h ɔ a t ɛ k u a		2093	1124		- ɔ - a h ɔ a t ɛ k u a
1738	Yupua	Rubber	uaxt(š)ú	uaxtú	u a x t u		2094	1125		u a x t - u
698	Desano	Rudder	uḥ(e)abú	uḥabú	u ħ a b u		2100	468		u ħ a b u
699	Yupua	Rudder	ue̠ai̯pá(h)i	ue̠ai̯pái	u ɛ a j p a i		2102	469		u ɛ - a j p a - i
700	Yahuna	Rudder	uē̠lopáy(e)	uē̠lopáy	u ɛː ɺ ɔ p a j		2102	469		u ɛː ɺ ɔ - p a j -
701	Koretu	Rudder	kṓlike̠alo	kṓlike̠alo	k ɔː ɺ i k ɛ a ɺ ɔ		2101	470		k ɔː ɺ i k ɛ a ɺ ɔ
298	Desano	Saliva	dix̯siku	dix̯siku	d i ç s i k u		2105	203		d i ç s i k u
299	Yahuna	Saliva	liókaka	liókaka	ɺ i ɔ k a k a		2106	204		ɺ i ɔ k a k a
300	Yahuna	Saliva	diókaka	diókaka	d i ɔ k a k a		2106	204		d i ɔ k a k a
1575	Desano	Sand flea	gúbutsu	gúbutsu	g u b u t s u		2109	1025		g u b u t - s u
1576	Yupua	Sand flea	sóhu	sóhu	s ɔ h u		2111	1026		s ɔ h u
1577	Yahuna	Sand flea	huúa	huúa	h u u a		2110	1027		h u u a
1578	Koretu	Sand flea	kuhútohu	kuhútohu	k u h u t ɔ h u		2109	1025		k u h u t ɔ h u
1348	Yahuna	Saracúra (type of coot)	to(o)kálaga	tokálaga	t ɔ k a ɺ a g a		2114	881		t ɔ k a ɺ a g a
1698	Desano	Savage	bī́kali	bī́kali	b iː k a ɺ i		2116	1099		b iː k a ɺ i
1490	Desano	Saúba ant	yã(g)ĩmẽ(g)ã	yãĩmẽã	j ã ĩ m ẽ ã		2118	975		j ã ĩ m ẽ ã
1491	Yupua	Saúba ant	mẽ́(g)ã	mẽ́ã	m ẽ ã		2118	975		- - - m ẽ ã
1492	Yahuna	Saúba ant	me̠(x̯)káka	me̠káka	m ɛ k a k a		2119	976		m ɛ - k - a k a
1493	Koretu	Saúba ant	mḗ̠'kiari	mḗ̠'kiari	m ɛː ʔ k i a ɾ i		2119	976		m ɛː ʔ k i a ɾ i
567	Desano	Scaffolding in the house to put things on or hang on	kāyá	kāyá	k aː j a		2123	377		k aː j a
1385	Desano	Scales	uaitsipulu	uaitsipulu	u a i t s i p u ɺ u		2125	906		u a i t - s i p u ɺ u
1386	Yupua	Scales	uáíté̥te̥	uáíté̥te̥	u a i t ɨ t ɨ		2126	907		u a i t ɨ t ɨ -
1387	Yahuna	Scales	uaititía	uaititía	u a i t i t i a		2126	907		u a i t i t i a
1388	Koretu	Scales	uairasḗ̠re̥	uairasḗ̠re̥	u a i ɾ a s ɛː ɾ ɨ		2125	906		u a i ɾ a s - - ɛː ɾ ɨ
1592	Yupua	Scorpion	kóle̠oabu	kóle̠oabu	k ɔ ɺ ɛ ɔ a b u		2132	1034		k ɔ ɺ ɛ ɔ a b u
1593	Yahuna	Scorpion	koápalaka	koápalaka	k ɔ a p a ɺ a k a		2131	1035		k ɔ a p a ɺ a k a
1594	Koretu	Scorpion	mū́ni	mū́ni	m uː n i		2130	1036		m uː n i
1595	Koretu	Scorpion	mú(u)ni	múni	m u n i		2130	1036		m u n i
239	Desano	Scrotum	axpinóto	axpinóto	a x p i n ɔ t ɔ		2135	159		- a x p i n - ɔ t ɔ -
240	Yupua	Scrotum	uaxpĩ́(g)ȭpe̠	uaxpĩ́ȭpe̠	u a x p ĩ õː p ɛ		2135	159		u a x p ĩ - - õː p ɛ -
241	Yahuna	Scrotum	uaxpíniakoa	uaxpíniakoa	u a x p i n i a k ɔ a		2135	159		u a x p i n i a k ɔ a
242	Koretu	Scrotum	símaḥē̠re̥	símaḥē̠re̥	s i m a ħ ɛː ɾ ɨ		2136	160		s i m a ħ ɛː ɾ ɨ
521	Yahuna	Sea	kirī́kapunyuto	kirī́kapunyuto	k i ɾ iː k a p u n j u t ɔ		2140	347		k i ɾ iː k a p u n j u t ɔ
1626	Desano	Seeds	yuxke̥de̥xká	yuxke̥de̥xká	j u x k ɨ d ɨ x k a		2142	1058		j u x k ɨ d ɨ x k a
1627	Yahuna	Seeds	yapuliká	yapuliká	j a p u ɺ i k a		2143	1059		j a p u ɺ i k a
418	Desano	Shadow	yex̯sébe̠ré̠no	yex̯sébe̠ré̠no	j e ç s e b ɛ ɾ ɛ n ɔ		2145	281		j e ç s e b ɛ ɾ ɛ n ɔ
419	Yupua	Shadow	se̥sáma	se̥sáma	s ɨ s a m a		2148	282		s ɨ s a m a
420	Yahuna	Shadow	pítánanalika  	pítánanalika	p i t a n a n a ɺ i k a		2147	283		- - - p - i t a n a n a ɺ i k a
421	Koretu	Shadow	sihā́tiri	sihā́tiri	s i h aː t i ɾ i		2146	284		s i h aː t i ɾ i
422	Yupua	Shadow	(t)six̯(t)sí	six̯sí	s i ç s i		2148	282		s i ç - s i
423	Yahuna	Shadow	tsapé̠ualalalika	tsapé̠ualalalika	t s a p ɛ u a ɺ a ɺ a ɺ i k a		2147	283		t s a p ɛ u - a ɺ a ɺ a ɺ i k a
424	Yupua	Shadow	(t)se̥x(t)sé̥	se̥xsé̥	s ɨ x s ɨ		2148	282		s ɨ x - s ɨ
425	Yahuna	Shadow	tsapé̠ualalanika	tsapé̠ualalanika	t s a p ɛ u a ɺ a ɺ a n i k a		2147	283		t s a p ɛ u - a ɺ a ɺ a n i k a
426	Yahuna	Shadow	pitálalalika	pitálalalika	p i t a ɺ a ɺ a ɺ i k a		2147	283		- - - p - i t a ɺ a ɺ a ɺ i k a
1602	Yahuna	Shell	āróa	āróa	aː ɾ ɔ a		2155	1042		aː ɾ ɔ a
1466	Desano	Shell of the cabeçudo	pē̠yúpe̠ru̠	pē̠yúpe̠ru̠	p ɛː j u p ɛ ɾ ʊ		2157	957		p ɛː j u p ɛ ɾ ʊ
765	Desano	Shield	uabḗ̠ro	uabḗ̠ro	u a b ɛː ɾ ɔ		2159	515		u a b ɛː ɾ ɔ
137	Yahuna	Shin	nyīkáome̠	nyīkáome̠	n j iː k a ɔ m ɛ		2161	96		n j iː k a ɔ m ɛ
1877	Desano	Short	yoā́be̠a	yoā́be̠a	j ɔ aː b ɛ a		2163	1210		j ɔ aː b ɛ a
1878	Yupua	Short	ye̠é̠ua	ye̠é̠ua	j ɛ ɛ u a		2163	1210		j ɛ ɛ - u a
1879	Koretu	Short	kū́ne̠	kū́ne̠	k uː n ɛ		2164	1211		k uː n ɛ
790	Desano	Shot	pe̠áyeri	pe̠áyeri	p ɛ a j e ɾ i		2167	533		p ɛ - - a j e ɾ i
791	Yupua	Shot	pe̠agóp̌eka	pe̠agóp̌eka	p ɛ a g ɔ ? e k a		2167	533		p ɛ a g ɔ ? e k a
792	Yahuna	Shot	pé̠kayape̠	pé̠kayape̠	p ɛ k a j a p ɛ		2167	533		p ɛ - k a j a p ɛ
793	Koretu	Shot	he̠kiaiē̠re̥	he̠kiaiē̠re̥	h ɛ k i a i ɛː ɾ ɨ		2168	534		h ɛ k i a i ɛː ɾ ɨ
89	Desano	Shoulder	komẽ́pero	komẽ́pero	k ɔ m ẽ p e ɾ ɔ		2172	60		k ɔ m ẽ p e ɾ ɔ
90	Yupua	Shoulder	di(x̯)kagúu	dikagúu	d i k a g u u		2173	61		d i k - a g - - u - u
91	Yahuna	Shoulder	hihóa	hihóa	h i h ɔ a		2174	62		h i h ɔ a
92	Koretu	Shoulder	sikiakóme̠no	sikiakóme̠no	s i k i a k ɔ m ɛ n ɔ		2173	61		s i k i a k ɔ m ɛ n ɔ
193	Desano	Shoulder blade	komeẽ́pero	komeẽ́pero	k ɔ m e ẽ p e ɾ ɔ		2177	133		k ɔ m e ẽ p e ɾ ɔ
194	Yahuna	Shoulder blade	ua(d)yume̠ká	uayume̠ká	u a j u m ɛ k a		2178	134		u a j u m ɛ k a
1588	Desano	Shrimp	naxtsíkame	naxtsíkame	n a x t s i k a m e		2180	1033		n a x t s i k - a m e
1589	Yupua	Shrimp	nasíga	nasíga	n a s i g a		2180	1033		n a - - s i g - - - a
1590	Yahuna	Shrimp	náhokaga	náhokaga	n a h ɔ k a g a		2180	1033		n a - - h ɔ k - a g a
1591	Koretu	Shrimp	nā́sikiali	nā́sikiali	n aː s i k i a ɺ i		2180	1033		n aː - - s i k i a ɺ i
1641	Desano	Shrub	yuxké̥puli	yuxké̥puli	j u x k ɨ p u ɺ i		2185	1069		j u x k ɨ p u ɺ i
1642	Yahuna	Shrub	yapumaxkanaká	yapumaxkanaká	j a p u m a x k a n a k a		2186	1070		j a p u m a x k a n a k a
